MarkerNum,Atlas_Number,Title,IndexName,Address,City,County,CountyId,Utm_Zone,Utm_East,Utm_North,Code,Year,Rthl,Htc,Loc_Desc,PrivateProperty,ConditionText,Size,MarkerText,HasFiles,HasImages,HasMapLocation
15325,5507015325,Texas' First All-Spanish Radio Program,Texas' First All-Spanish Radio Program,1 Camino Santa Maria,San Antonio,Bexar,15,14,542434,3258275,communications; media; tehcnology; Spanish language; Mexican American topics,1973,False,False,"St. Mary's University, Louis J. Blume Library, E entrance facing St. Louis Hall",False,In Situ,"18"" x 28""","  ""The International Goodwill Program"" 
  On October 28, 1928, ""Radio Sam"" (KGCI, Now KMAC) initiated a two-hour nightly program entirely in Spanish. The station's owner, Sam Liberto, with studios located at St. Mary's University, and Edward Buckley, a businessman, persuaded Julián F. Lozano to produce and announce the program. Until his death on January 31, 1951, Lozano promoted cause of international understanding. In the tradition he established, San Antonio radio stations schedule many hours of programs in Spanish each day. (1973)",False,False,True
15407,5507015407,Elias and Lucy Edmonds House,"Edmonds, Elias and Lucy, House",419 King William St.,San Antonio,Bexar,15,,,,houses; educational topics; women,2008,True,False,,False,In Situ,"18"" x 28""","Former Confederate officer and Virginia state legislator Elias Edmonds married Lucy Noyes Hall in 1871, and in 1877, they built one of the first houses in the King William neighborhood. Elias was a successful lawyer, and Lucy began and operated a ""high school for young ladies"" on the grounds of their home. Prominent physician Amos Graves and his wife Katherine, a notable realtor, next owned the house, making some additions and alterations. Dr. Otto and Virginia Potthast lived here for more than forty years. The substantial two-story house features dressed and rough cut limestone and a deep full-height front porch and gallery. Recorded Texas Historic Landmark - 2008",False,False,True
15540,5507015540,Saint John's Lutheran Church (San Antonio),Saint John's Lutheran Church (San Antonio),502 E. Nueva St.,San Antonio,Bexar,15,,,,churches,1977,False,False,,False,In Situ,"27"" x 42""",,False,False,False
15600,5507015600,"Saint Mary's, Old, Site Of","Saint Mary's, Old, Site Of",202 N. St. Mary's Street,San Antonio,Bexar,15,14,549343,3255192,churches,1985,False,False,202 N. St. Mary's St.,False,In Situ,"27"" x 42""","After the Texas War for Independence, numerous immigrants, notably from Ireland, Germany, and the Eastern United States, arrived in San Antonio. The need to minister to these non-Hispanic Catholics prompted the Rt. Rev. John M. Odin, first Bishop of Galveston, to establish a separate church for them. In 1852 land at this site was purchased from the heirs of Ambrocio Rodriguez, a veteran of the Battle of San Jacinto. In 1855 Bishop Odin authorized a building project, undertaken by the Rev. J.M. DuBuis, who became first pastor of St. Mary's Parish and later second Bishop of Galveston. A stately Gothic church building was constructed and opened for worship in mid-1857, serving both English and German-speaking congregations. (In 1869 St. Joseph's Church assumed the ministry for the German Catholics.) On July 1, 1884, the oblates of Mary Immaculate accepted responsibility for St. Mary's, with the Rev. Richard J. Maloney as first oblate pastor. The old church building was also the site of a seminary, an early free parochial school, the publication of a major Catholic newspaper, and the founding of the St. Vincent de Paul Society. In 1921 flood irreparably damaged the church building. This Neo-Romanesque structure was dedicated in 1924. (1985)",False,False,False
15661,5507015661,Francisco Madero in Texas,Francisco Madero in Texas,,San Antonio,Bexar,15,,,,Mexican immigrants/immigration,2007,False,False,,False,In Situ,"27"" x 42""","Francisco Ignacio Madero, a Mexican revolutionary and president known as the “Apostle of Democracy,"" was born in 1873 to an affluent family with long Texas connections. He ran against Mexican ruler Porfirio Díaz in the 1910 presidential election, and Díaz ordered his arrest in San Luis Potosí. Upon his release on bail, Madero escaped, crossing the U.S. border into Laredo. He moved to San Antonio, selecting this site of the former Hutchins Hotel as headquarters. Here, he wrote the plan of San Luis Potosí, an influential document prompting political change in Mexico. He later moved to New Orleans and then Dallas before returning to Mexico, where a full rebellion had begun in November. San Antonio remained a vital center of operations. Madero became president in 1911, but a coup forced him from office in 1913, followed by his assassination. Francisco Ignacio Madero, revolucionario y presidente mexicano conocido como “el apóstol de la democracia,” nació en 1873 en el seno de una familia prominente con contactos estables en texas. Madero se opuso al gobernante mexicano porfirio díaz en las elecciones presidenciales de 1910. Díaz ordenó su arresto en san luis potosí. Tras su liberación bajo fianza, madero escapó, cruzando la frontera con estados unidos por laredo. Se trasladó a San Antonio, escogiendo este emplazamiento del antiguo hotel hutchins como cuartel general. Aquí escribió el “plan de san luis potosí,” un influyente documento que propulsaba el cambio político en méxico. Más tarde, madero se trasladó a nueva orleans y después a dallas antes de regresar a méxico donde una gran rebelión había comenzado en noviembre. San antonio continuó siendo un centro de operaciones vital. Madero llegó a presidente en 1911, pero fue derrocado en un golpe de estado en 1913, y posteriormente fue asesinado.",False,False,False
16016,5507016016,Vogel Cemetery,Vogel Cemetery,9590 Lower Smithson Valley Road,Bulverde,Bexar,15,,,,,2009,False,True,,False,In Situ,HTC medallion w/ name & date plaque,Vogel Cemetery Established 1915 Historic Texas Cemetery – 2008,False,False,True
16245,5507016245,Emma Tenayuca,"Tenayuca, Emma",501 W. Commerce,San Antonio,Bexar,15,14,548552,3255281,"women, women's history topics; civil rights topics; labor topics; Mexican topics",2009,False,False,Milam Park; on the north side of the Jalisco Pavilion on a stone plinth,False,In Situ,"27"" x 42""","(December 21, 1916 – July 23, 1999) During the 1930s, San Antonio native Emma Tenayuca was a prominent leader of a movement that fought deplorable working conditions, discrimination and unfair wages on behalf of the city's working poor. As a child, Tenayuca had often visited the Plaza Del Zacate (now Milam Park), where residents gathered to discuss politics and civil issues in the days before Spanish radio programming. These visits awakened in her awareness of injustice, and she converted her concern into action. Tenayuca joined the Workers Alliance of America and other activist political organizations because of their philosophy in favor of workers' rights. As a gifted and compassionate orator, she organized and participated in many demonstrations in support of San Antonio workers. In 1938, Tenayuca led thousands of pecan shellers, most of whom were Hispanic women, to walk off the job in protest of proposed pay cuts. San Antonio served as the center of the U.S. shelling industry, and typical salaries ranged from only two to three dollars per week. The strike was one of the first successful actions in the Mexican-American struggle for political and social justice. Unable to find work in Texas in part because of her political activities, Tenayuca relocated to California in 1945, where she earned an undergraduate degree. She returned quietly to San Antonio in the late 1960s, and earned a master's degree and worked as a reading teacher at Harlandale I.S.D. in South Bexar County until her retirement in 1982. Tenayuca died in 1999, leaving behind a legacy of courage and compassion.",False,False,True
16246,5507016246,The Pershing Chinese,"Pershing Chinese, The",Wilson Street at Fort Sam Houston,San Antonio,Bexar,15,,,,"Asian topics, general; Chinese topics; immigration; Mexican topics; military topics; World War I",2009,False,False,"Fort Sam Houston, marker reported damaged 11.30.2020",False,Damaged,"27"" x 42""","In March, 1916, President Woodrow Wilson ordered General John J. Pershing to lead an expedition into Mexico to punish Pancho Villa, the Mexican revolutionary whose troops crossed the U.S.-Mexico border and attacked the town of Columbus, New Mexico. Chinese merchants set up camps to supply the soldiers, angering a native-born populace who already resented and feared the Chinese. In danger of retribution, 2,500 Mexican civilians, including 527 Chinese, accompanied Pershing when he returned to the U.S. in February 1917. Because of the Chinese Exclusion Act (1882), which banned Chinese immigration into the United States, Pershing had to request special permission to bring the Chinese across the border. They began to live adjacent to the base at Columbus. In June 1917, most of the group was moved to San Antonio, where they served as laborers, carpenters and cooks at Camp Wilson (Camp Travis), Fort Sam Houston and Kelly Field in preparation for World War I. They worked admirably and at night attended an English school established by William Page, civilian advisor for the immigrants. To prevent deportation of the refugees after World War I, Page and General Pershing, with the help of a law firm, developed a plan to ask Congress to take action in giving the immigrants permanent resident status. Congress passed Public Resolution 29 in 1921 and in January 1922, the immigration service began registering Chinese refugees in San Antonio as permament residents of the United States. About half stayed in San Antonio, with many opening businesses. Maintaining identity through church, school, and ethnic organizations, the refugees became the base of San Antonio’s Chinese community, which today remains one of the largest in Texas.",False,False,True
16377,5507016377,Maverick-Carter House,Maverick-Carter House,119 Taylor St.,San Antonio,Bexar,15,14,549669,3255731,"houses, residential buildings; Romanesque/Richardsonian Romanesque",2010,True,False,,False,In Situ,"27"" x 42""","The three-story limestone Maverick-Carter house was constructed on the north side of San Antonio’s central business district in 1893 for real estate developer William Harvey Maverick, son of Texas Declaration of Independence signer Samuel Augustus Maverick. When originally built, the home was situated on the banks of the San Antonio River, which was rechanneled for flood control purposes in 1920. Maverick raised his children in the home and resided here until 1910, when he sold the house to his son, Robert. Attorney and former president of the Texas Bar Association, H.C. Carter, purchased the house in 1914. Carter’s second wife, Aline (Badger), converted the first floor library into a chapel and constructed an observatory on the roof of the home ca. 1925. Aline, a noted poet, artist, astronomer, musician and humanitarian, served as poet laureate of Texas from 1947-49. Aline also taught astronomy to children and hosted an annual Christmas party for San Antonio orphans here in her home. After raising three children and H.C.’s death in 1948, Aline continued to live here until her death in 1972; the home remains in the Carter family. The 23-room home was designed by prominent San Antonio architect Alfred Giles (1853-1920), who also designed at least nine other buildings for the Maverick family. The Richardsonian Romanesque façade features rusticated stone walls and sills, round and arched windows, a rounded tower with a conical roof, a porte-cochere and a slate roof. The house was designed with multiple parlors and bedrooms. Significant interior materials include bird’s eye maple and oak wainscoting, hard pine doors and window frames, sandstone mantelpieces and parquet floors.",False,False,True
16381,5507016381,Ludwig Mahncke,"Mahncke, Ludwig",Broadway and Parland,San Antonio,Bexar,15,14,551561,3258870,parks; municipal official,2010,False,False,"Mahncke Park, 3400 block Broadway; adjacent to the Ludwig Mahncke memorial statue near the northwest corner of Broadway and Parland",False,In Situ,"27"" x 42","Ludwig Mahncke was born in Mecklenburg-Strelitz (now Germany) in 1846. Mahncke married Katarina (Kemp) in 1871 and the couple had two daughters. The family left Germany and arrived in the United States in 1882, settling in San Antonio shortly after. Mahncke became a well known hotelier and restaurateur, and he was a popular figure in San Antonio business and social circles. He served two terms as a member of the City Council and chaired the city’s parks committee. He was first appointed to the position of parks commissioner in 1901. Ludwig Mahncke was close friends with businessman and philanthropist George W. Brackenridge, and in 1899 he encouraged Brackenridge to donate to the city a tract of 199 acres along the San Antonio River, to be used as a park. As parks commissioner, the development of the site, later known as Brackenridge Park, fell to Mahncke, and he was directed to open the park immediately. Though he was first given a budget of only $2,500, he quickly developed a plan to create a “driving park,” and seven miles of roads were designed and constructed. A fenced deer preserve was built by 1902, and by 1906 the menagerie included buffalo, elk, goats, sheep and fowl. While Brackenridge Park was Mahncke’s most well-known acomplishment, he was also responsible for landscaping many public areas throughout San Antonio. Cypress trees transplanted from the Guadalupe River under his direction can still be seen today along the San Antonio River. After his death in 1906, a bust of Mahncke was erected in 1909 in Brackenridge Park; it was later moved to this park donated by Brackenridge and named in Mahncke’s honor.",False,False,True
16387,5507016387,Sunshine Ranch,Sunshine Ranch,Babcock Road,San Antonio,Bexar,15,14,543820,3260885,ranches/ranching,2010,False,False,Southwest corner of Babcock Road and Saint Cloud,False,In Situ,"27"" x 42""","SUNSHINE RANCH FOR 50 YEARS, THIS WAS THE LOCATION OF THE SUNSHINE RANCH, WHICH WAS PARTICULARLY KNOWN FOR ITS MILK PRODUCTION BUSINESS. IN 1905, WILLIE MAVERICK GAVE 173 ACRES OF LAND ALONG BABCOCK ROAD TO ALBERT (HIS NEPHEW) AND JANE (MAURY) MAVERICK. JANE NAMED THE PROPERTY SUNSHINE RANCH AND THEY BUILT A HOME DESIGNED BY NOTED ARCHITECT ALFRED GILES ATOP THE HILL ON SUNSHINE RANCH ROAD. IT WAS ALSO KNOWN AS THE “BIG HOUSE.” JAMES SLAYDEN (JIM) MAVERICK, THE EIGHTH OF ALBERT AND JANE’S ELEVEN CHILDREN, AMASSED A SMALL HERD OF PUREBRED JERSEY AND HOLSTEIN CATTLE AFTER GRADUATING FROM THE UNIVERSITY OF WISCONSIN. IN 1917, HE OPENED THE SUNSHINE DAIRY, SELLING WHAT HE CALLED SUNSHINE CERTIFIED MILK. MAVERICK STRESSED CLEANLINESS IN HIS MILK PRODUCTS, WHICH INCLUDED MILK FROM EACH OF THE HERDS, HEAVY CREAM, COTTAGE CHEESE, AND TWO RARER PRODUCTS: BUTTER CREAM AND SOFT CURD MILK. THE COMPANY OFFERED ITS PRODUCTS AT THE RANCH AND BY TRUCK THROUGH AREA DELIVERY ROUTES; BORDEN’S, DAIRYLAND AND KNOWLTON CREAMERIES ALSO DELIVERED SUNSHINE CERTIFIED MILK. JOSKE’S DEPARTMENT STORES USED THE MILK AND CREAM TO MAKE ICE CREAM IN THEIR RESTAURANTS. SUNSHINE RANCH INCLUDED ELEVEN HOUSES FOR EMPLOYEES, MOST OF WHICH WERE OF MEXICAN DESCENT. MANY MAVERICK FAMILY MEMBERS LIVED NEARBY. VISITORS WERE ENCOURAGED AT THE RANCH, WHERE NEARBY CITY DWELLERS COULD VISIT THE RURAL DAIRY FARM. IN 1955, THE CITY OF SAN ANTONIO ANNEXED THE PROPERTY. MAVERICK AUCTIONED OFF THE HERD AND SOLD THE PROPERTY, WHICH WAS REDEVELOPED AS A SUBDIVISION. HE THEN RETIRED WITH HIS WIFE, HAZEL. SUNSHINE RANCH WAS A SIGNIFICANT AREA INSTITUTION IN THE FIRST HALF OF THE 20TH CENTURY, AND REPRESENTS A RURAL EXPERIENCE THAT HAS ALL BUT DISAPPEARED FROM TEXAS. (2010)",False,False,True
16399,5507016399,St. Paul United Methodist Church,St. Paul United Methodist Church,508 Center St.,San Antonio,Bexar,15,14,550959,3254893,churches; Methodist denomination; African American topics; educational topics; segregation; civil rights,2010,False,False,"St. Paul United Methodist Church, SE corner Center and Mesquite streets. Marker faces Mesquite Street.",False,In Situ,"27"" x 42""","  Organized in 1866, St. Paul United Methodist Church was the first established for African Americans in San Antonio. Its origins were in Paine Chapel Methodist Episcopal Church South, which many of the founding members attended prior to emancipation. In 1866, the Rev. A. Larkin Carper began conducting services in the homes of San Antonio's Black families. Paine Chapel soon deeded him a building and the Colored Methodist Episcopal Church was founded. With the Freedmen's Bureau, members established the Lincoln School for African-American students in 1866. Members built a frame building in 1872 on land donated by church member McDaniel Webster; a stone structure replaced it in 1884. The area surrounding church property became known as St. Paul Square. The current sanctuary was completed in 1922.
  St. Paul first focused on community work through a Benevolent Society. The congregation also played a major role in the civil rights movement in San Antonio. The Rev. Mack Henson became a well-known voice for equality in the late 1800s. Dr. Green J. Starnes and other members continued the work in the early 20th century, focusing on education, health and social justice. In the 1940s, the church established St. Paul House, which provided meeting space and housing for travelers unable to find adequate hotels due to segregation. In 1951, trustees purchased the former Brackenridge Colored School building, which became a community educational complex.
  In 1967, the name of the congregation became St. Paul United Methodist Church as a result of the United Methodist merger. Members have continued to aid the needy in the community and have focused on working with children. Today, St. Paul United Methodist Church remains a vital link to San Antonio's African-American history, while serving as a spiritual leader.   (2010)",False,False,True
16417,5507016417,Coker Cemetery,Coker Cemetery,231 E. North Loop Rd.,San Antonio,Bexar,15,14,549154,3269718,cemetery,2010,False,True,"Coker Cemetery, west side of Coker United Methodist Church",False,In Situ,"27"" x 42""","South Carolina native John ""Jack"" Coker came to Texas in 1834 and fought in the Battle of San Jacinto. In gratitude for his service, Coker received from the Republic of Texas a one-third league, which totalled 1,920 acres and was situated along the banks of the Salado Creek, approximately ten miles north of downtown San Antonio. John Coker soon wrote to his brothers Joseph and James to come to Texas and help him to settle his land. While both brothers made the trip to Texas with their extended families, James decided to settle with his family in Cherokee County, Texas; Joseph and his family journeyed on to the land on Salado Creek. The Coker family settlement slowly grew, but tragedy struck in 1857 when Loucious Monroe Coker, six-year-old son of James Harrison and Sarah (Gann) Coker, died from a rattlesnake bite. Loucious was buried on a high knoll near Salado Creek, and a large limestone headstone was placed at the site - the stone remains as the most prominent memorial in the cemetery. John ""Jack"" Coker died in 1861 and was also buried at the site. In 1873, Joseph Coker conveyed a 201-acre tract to his two sons, and simultaneously conveyed a three-acre portion to trustees for use as ""a neighborhood church, school-house and grave-yard."" A schoolhouse was soon built and a Methodist congregation was established in 1885. Although the school has relocated, the church remains adjacent to the cemetery. The Coker Cemetery Association incorporated in 1967 in order to care for the site, and today, Coker Cemetery serves as a reminder of an early Texas pioneering family. Historic Texas Cemetery - 2009",False,False,True
16488,5507016488,Marnoch Homestead,Marnoch Homestead,15350 Scenic Loop Road,Helotes,Bexar,15,14,530307,3272937,"houses, residential buildings; Scottish topics",2010,True,False,15350 Scenic Loop Road,False,In Situ,"27"" x 42""","Scottish surgeon Dr. George Frederick Marnoch (1802-1870) purchased more than 1500 acres at this site in the fall of 1858. In January 1859, Marnoch commissioned famed San Antonio architect and builder John M. Fries to construct this house near Helotes Creek. Previously, Fries had designed the Menger Hotel and City Market House in San Antonio. Dr. Marnoch and his wife Elizabeth (Wilson) reared six children. Besides practicing medicine in the Helotes area, Dr. Marnoch also raised livestock. Upon his death, the Marnoch property passed to his children. George Marnoch’s eldest son, Gabriel Wilson Marnoch (1838-1920), was also closely associated with the homestead. Gabriel, like his father, practiced medicine, and was a noted naturalist and rancher. He was a founding member of the Scientific Society of San Antonio, an early observer of the Balcones Escarpment, and also discovered two amphibian and two reptile species in the Helotes Hills. Gabriel served as postmaster of Helotes from 1904 until 1919. The homestead remained in the Marnoch family until 1947. The two-story rectangular plan house is of rough coursed limestone construction, with blocks about eighteen inches thick, and a hipped roof with gabled dormers and stone chimneys. Unique features include two half-octagon bay towers on each side of the house. Both floors contain a central hall and stairwell flanked by single rooms. Additional details include keystone arches and stone lintels above doors and windows, and pine floors and interior woodwork. In 1914, an existing stone kitchen behind the house was dismantled and rebuilt as a rear addition with the original materials.",False,False,True
16676,5507016676,Council House Fight (undertold),,,San Antonio,Bexar,15,,,,,2010,False,False,Marker Pending,False,,"27"" x 42"" with post",Marker Pending,False,False,False
16997,5507016997,Gustav Blersch House,"Blersch, Gustav, House",213 Washington St.,San Antonio,Bexar,15,14,549209,3254260,,2011,True,False,,False,In Situ,"18"" x 28""","This house is one of three standing Antebellum structures in the King William Historic District. Gustav Blersch, a German immigrant, importer and retail dealer, built this two-story limestone home in 1860 with designer Gustave Freisleben and contractor John Hermann Kampmann. Blersch sold the property to banker James T. Thornton in 1871. The Thorntons enlarged the house, adding a two-story rear wing and bay window. From 1883 to 1905, the home was owned by numerous families. In 1905 it was purchased by William Clarkson. Porches were enclosed and a sleeping porch added c. 1920. In 1948 the home was sold to cousins, the Watson family, who continue to care for this historic structure. Recorded Texas Historic Landmark - 2011",False,False,True
17054,5507017054,In Re Ricardo Rodriguez,In Re Ricardo Rodriguez,615 E. Houston Street,San Antonio,Bexar,15,14,549828,3255368,civil rights topics; immigration; law and lawyers; Mexican topics,2010,False,False,Hipolito Garcia Federal Building.,False,In Situ,"27"" x 42""","In 1896, a court case involving Ricardo Rodríguez brought attention to questions of citizenship and voting rights for Mexican Texans. Although several actions had granted citizenship to large numbers of Tejanos during the 1800s, some sought to disenfranchise the group. In 1896, Rodríguez came before Federal District Judge Thomas S. Maxey to gain approval for his American citizenship request. Little is known of Rodríguez, who indicated at the Bexar County Courthouse that he was born in Hijuelas, San Luis Potosí, Mexico c. 1857. However, the case in which he was involved, styled In Re Or Ex Parte Ricardo Rodríguez, activated a major influence on the incipient Mexican-American Civil Rights Movement. In addition to his declaration of intention, Rodríguez submitted affidavits attesting to his length of residency and good character. San Antonio lawyers A. J. Evans and T.J. McMinn submitted two Amicus Curiae briefs suggesting that he was ineligible for naturalization based on his ancestry. Maxey considered the evidence and delayed a ruling, instead appointing a committee to examine the issues and report back. After receiving the committee briefs, Judge Maxey rendered his ruling, on May 8, 1897. While noting that Rodríguez was uneducated, could not speak English, and did not know the principles of the U. S. Constitution, Maxey affirmed he met residency and character requirements. The judge also believed that citizens of Mexico were eligible for naturalization regardless of questions of race, and resolved to grant Rodríguez’s application. The political and social consequences of the ruling were significant. It established the right of Mexican immigrants to attain citizenship if requirements other than ethnicity were met and affirmed that immigrants could not be denied naturalization due to lack of education. (2010)",False,False,True
17055,5507017055,Diaz House,Diaz House,206 Arciniega,San Antonio,Bexar,15,14,549493,3254562,"houses, residential buildings",1966,True,False,near corner of S. Presa and Arciniega,False,In Situ,RTHL medallion,RTHL medallion only,False,False,True
17058,5507017058,Eastview Cemetery,,3530 Roland Ave.,San Antonio,Bexar,15,,,,cemetery; African American topics; Hispanic topics,2011,False,True,marker pending,False,,"27"" x 42""",marker pending,False,False,False
17233,5507017233,Jay Adams House,"Adams, Jay, House",505 Belknap Place,San Antonio,Bexar,15,,,,"houses, residential buildings",2012,True,False,Northwest corner of Belknap Place and Russell Place,False,In Situ,"18"" x 28""","JAY ADAMS HOUSE DEVELOPER JAY E. ADAMS CAME TO SAN ANTONIO FROM DENVER IN 1888 TO INVEST IN REAL ESTATE. HIS MAIN FOCUS WAS AN AREA NORTH OF THE CITY THAT HE NAMED LAUREL HEIGHTS. TO SET THE STANDARD FOR CONSTRUCTION, HE BUILT THIS THREE-STORY QUEEN ANNE-STYLE HOUSE DESIGNED BY SOLON McADOO AND ALBERT P. WOOLLEY. THE HOME IS BUILT OF RUSTICATED LIMESTONE AND WOOD. IT FEATURES COVERED PORCHES, WOOD SHINGLE DECORATION, CARVED STONE DETAILING, LEADED AND STAINED GLASS WINDOWS AND ELABORATE METAL WORK. DAZZLING FEATURES OF THE HOME ARE THE ROUNDED CORNER TOWER, MULTI-PLANED ROOF AND INTRICATE FRONT PORCH RAILING WITH GRIFFINS FLANKING THE MAIN ENTRY. THE TWO-STORY CARRIAGE HOUSE IS BUILT OF BRICK AND RUSTICATED STONE AND HAS A ROUNDED TOWER WITH CONICAL ROOF. 		 RECORDED TEXAS HISTORIC LANDMARK – 2012",False,False,True
17271,5507017271,Cover Cemetery,Cover Cemetery,709 New Sulphur Springs Road,San Antonio,Bexar,15,,,,cemetery,2012,False,True,,False,In Situ,"18"" x 28"" with post","COVER CEMETERY JOHN B. COVER (1857-1914) AND HIS WIFE, VIRGINIA STEELE COVER (1860-1925), DONATED LAND IN THE LATE 1800s THAT BECAME THE COVER CEMETERY. THE OLDEST MARKED GRAVE IS DATED NOV. 1896. MANY COVER FAMILY MEMBERS, CLOSE FRIENDS AND VETERANS ARE BURIED IN THE CEMETERY, INCLUDING TOMMY FERRIL, WHO LIVED TO BE 107 YEARS OLD. IN 1994, A SECOND TRACT WAS DONATED TO THE CEMETERY THROUGH THE ESTATE OF DR. ELLEN C. COVER (1886-1965). DR. ELLEN COVER, A PHYSICIAN AND SURGEON, ALSO DONATED LAND FOR THE COVER YOUTH CENTER AND ESTABLISHED A SCHOLARSHIP PROGRAM FOR COVER FAMILY MEMBERS. COVER FAMILY DESCENDANTS MAINTAIN THIS HISTORIC CEMETERY AND ITS RECORDS.",False,False,True
17272,5507017272,King William Neighborhood,King William Neighborhood,King William St.,San Antonio,Bexar,15,14,549376,3254321,neighborhoods,2012,False,False,"King William Park, at King William and Washington streets",False,In Situ,"27"" x 42"" with post","The King William neighborhood is located on the former farmlands of Mission San Antonio de Valero (the Alamo). The 216-acre area, less than one mile from the former mission, includes two National Register districts. It is bounded generally by Cesar Chavez Blvd. on the north, Eagleland St. on the south, St. Marys St. on the east, and the San Antonio River on the west. When the Spanish Government secularized the mission in 1793 the fertile fields with access to abundant water were distributed to local residents. Farming continued until the mid-1800s when the area was subdivided. Houses were built beginning in the 1850s and construction increased after the Civil War. New residents included many Germans who came to Texas to escape political and economic turmoil. The community received its name in about 1866 when Ernst and Emma Altgelt built their home on an unnamed street that they called King William after Wilhelm I of Prussia. The largely German neighborhood grew and diversified as San Antonios population increased over the coming decades. New residents included upper and middle class Mexicans who crossed the border because of the 1910 Mexican Revolution. The neighborhood encompasses the most diverse and intact collection of architecture in San Antonio. Stone, brick and frame structures in the Gothic Revival, Italianate, Romanesque Revival, Queen Anne and Craftsman styles date from 1858 to 1962. The neighborhood exemplifies San Antonios social, economic and architectural development from the Antebellum period through the Post-World War II era. (2012)",False,False,True
17273,5507017273,Harrison and McCulloch Stage Stop,Harrison and McCulloch Stage Stop,15918 IH-35 North,Selma,Bexar,15,,,,"stagecoach routes, stands;",2012,False,False,Crossing of IH-35 and the Cibolo Creek at Evans Road,False,In Situ,"27"" x 42"" with post","HARRISON AND McCULLOCH STAGE STOP THE HARRISON AND McCULLOCH STAGE LINE BEGAN RUNNING STAGECOACHES FROM THE TEXAS COAST TO CENTRAL TEXAS AS EARLY AS 1848. THE LINE WAS A PARTNERSHIP BETWEEN BROTHERS-IN-LAW, JOHN S. HARRISON (1818-1864) AND WILLIAM McCULLOCH (1819-c.1854), AFTER DISSOLVING THEIR PARTNERSHIP WITH DR. CALEB S. BROWN OF GONZALES (HARRISON & BROWN STAGE LINE) IN 1850. THEIR STAGE LINE WAS PART OF A NETWORK OF COMPETING STAGE LINES AND “STAR ROUTES” THAT CONTRACTED WITH THE UNITED STATES POST OFFICE DELIVERING TRAVELERS AND MAIL THROUGHOUT CENTRAL TEXAS. STAR ROUTES 6285, 6154 AND 6155 RAN FROM INDIANOLA, PORT LAVACA AND GALVESTON TO NEW BRAUNFELS AND AUSTIN AND BACK. JOHN S. HARRISON ALSO OWNED THE VICTORIA HOTEL IN VICTORIA WHERE HE HOUSED HIS STAGE PASSENGERS OVERNIGHT ON THEIR WAY INLAND. IN 1852, HARRISON MOVED TO SELMA, MAKING IT HIS HOME. HIS HOUSE WAS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES IN 2006 AND DECLARED A STATE ARCHEOLOGICAL LANDMARK IN 2009. HARRISON WAS THE FIRST POSTMASTER OF SELMA AND HELD THAT POSITION FOR TWO YEARS. THE SELMA STAGE STOP, AS IT IS KNOWN TODAY, WAS ONE OF THE STOPS ON HARRISON & McCULLOCH’S STAR ROUTE 6285 THAT RAN FROM AUSTIN TO SAN ANTONIO. IN 1852, THE ROUTE TOOK 18 HOURS TO COMPLETE, LEAVING AUSTIN AT 3 AM AND TRAVELING THE OLD POST ROAD AND SECTIONS OF EL CAMINO REAL DE LOS TEJAS THROUGH OPEN PRAIRIE TO MANCHAC SPRING, SAN MARCOS, BONITO, NEW BRAUNFELS AND SELMA, ARRIVING IN SAN ANTONIO AT 9 PM THAT NIGHT. THE SELMA STAGE STOP IS A PRIME EXAMPLE OF “LIMECRETE CONSTRUCTION,” A PROCESS USING WOODEN FORMS AND “SLIP,” A MIXTURE MADE FROM SAND AND PEBBLES FOUND IN THE NEARBY RÍO CIBOLO. SHARDS OF WOOD AND CORNCOBS WERE FORCED INTO THE DRYING SLIP FOR ADDED STRENGTH.",False,False,True
17310,5507017310,R. L. White Ranch,"White, R. L., Ranch",18744 Bandera Hwy.,Helotes,Bexar,15,14,524205,3276319,,2012,True,False,Marker is on highway approximately in front of Rancho Blanco sign inside fence. Also RTHL medallions on three buildings.,False,In Situ,"27"" x 42"" with post","Ryall Luther White (1878-1962) was born in Jasper, Texas to John Luther Calvin White and Texanna Priscilla Ryall White. He married his wife, Ethel Gertrude Smyth, in 1907 and began working for his father-in-law as the manager of the Uvalde Rock Asphalt Company. In 1920, he resigned to open his own paving company, the Alamo Paving Company, in San Antonio paving exclusively with rock asphalt. White bought his own rock asphalt mine to have his own supply of the material and joined forces with his brother, Tom White. By 1928, Whites Mine Corporation had developed a new process to manufacture onsite a cold-mix paving material and the company began to market the product during the Great Depression. In 1926, White began to build the ranch which was to become one of the largest ranches in northwest Bexar county. The ranch reflects Whites desire to impress his guests with Texas rustic-style architecture on a grand scale. The best example of this style is the Lake Pavilion. It is a two-story rectangular, symmetrical stone structure designed in this architectural style. The building uses the locally available gray and cream-colored limestone to face the walls, inside and out. The Main House, also called Gerties House after Whites wife, is a rectangular, single-story, end-gabled stone house also designed in the rustic style with gray, asphalt shingles. The Red Cottage, a square, one-story, front end gabled, wood frame house with red-painted siding and a standing seam metal roof, was built in 1926. It was one of the first buildings and used to keep horses which were sold to the U.S. Army. Today, the ranchs 3500 acres and historic buildings reflect the tradition of Texas grand homesteads. Recorded Texas Historic Landmark - 2012",False,False,True
